"name"	"description"	"page"
"575"	"rbieti_homolog_chrom_end"	"Black snub-nosed monkey chromosome/scaffold end (bp)"	"homologs"
"576"	"rbieti_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"577"	"rbieti_homolog_subtype"	"Last common ancestor with Black snub-nosed monkey"	"homologs"
"578"	"rbieti_homolog_orthology_type"	"Black snub-nosed monkey homology type"	"homologs"
"579"	"rbieti_homolog_perc_id"	"%id. target Black snub-nosed monkey gene identical to query gene"	"homologs"
"580"	"rbieti_homolog_perc_id_r1"	"%id. query gene identical to target Black snub-nosed monkey gene"	"homologs"
"581"	"rbieti_homolog_goc_score"	"Black snub-nosed monkey Gene-order conservation score"	"homologs"
"582"	"rbieti_homolog_wga_coverage"	"Black snub-nosed monkey Whole-genome alignment coverage"	"homologs"
"583"	"rbieti_homolog_orthology_confidence"	"Black snub-nosed monkey orthology confidence [0 low, 1 high]"	"homologs"
"584"	"bmusculus_homolog_ensembl_gene"	"Blue whale gene stable ID"	"homologs"
"585"	"bmusculus_homolog_associated_gene_name"	"Blue whale gene name"	"homologs"
"586"	"bmusculus_homolog_ensembl_peptide"	"Blue whale protein or transcript stable ID"	"homologs"
"587"	"bmusculus_homolog_chromosome"	"Blue whale chromosome/scaffold name"	"homologs"
"588"	"bmusculus_homolog_chrom_start"	"Blue whale chromosome/scaffold start (bp)"	"homologs"
"589"	"bmusculus_homolog_chrom_end"	"Blue whale chromosome/scaffold end (bp)"	"homologs"
"590"	"bmusculus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"591"	"bmusculus_homolog_subtype"	"Last common ancestor with Blue whale"	"homologs"
"592"	"bmusculus_homolog_orthology_type"	"Blue whale homology type"	"homologs"
"593"	"bmusculus_homolog_perc_id"	"%id. target Blue whale gene identical to query gene"	"homologs"
"594"	"bmusculus_homolog_perc_id_r1"	"%id. query gene identical to target Blue whale gene"	"homologs"
"595"	"bmusculus_homolog_goc_score"	"Blue whale Gene-order conservation score"	"homologs"
"596"	"bmusculus_homolog_wga_coverage"	"Blue whale Whole-genome alignment coverage"	"homologs"
"597"	"bmusculus_homolog_orthology_confidence"	"Blue whale orthology confidence [0 low, 1 high]"	"homologs"
"598"	"llaticaudata_homolog_ensembl_gene"	"Blue-ringed sea krait gene stable ID"	"homologs"
"599"	"llaticaudata_homolog_associated_gene_name"	"Blue-ringed sea krait gene name"	"homologs"
"600"	"llaticaudata_homolog_ensembl_peptide"	"Blue-ringed sea krait protein or transcript stable ID"	"homologs"
"601"	"llaticaudata_homolog_chromosome"	"Blue-ringed sea krait chromosome/scaffold name"	"homologs"
"602"	"llaticaudata_homolog_chrom_start"	"Blue-ringed sea krait chromosome/scaffold start (bp)"	"homologs"
"603"	"llaticaudata_homolog_chrom_end"	"Blue-ringed sea krait chromosome/scaffold end (bp)"	"homologs"
"604"	"llaticaudata_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"605"	"llaticaudata_homolog_subtype"	"Last common ancestor with Blue-ringed sea krait"	"homologs"
"606"	"llaticaudata_homolog_orthology_type"	"Blue-ringed sea krait homology type"	"homologs"
"607"	"llaticaudata_homolog_perc_id"	"%id. target Blue-ringed sea krait gene identical to query gene"	"homologs"
"608"	"llaticaudata_homolog_perc_id_r1"	"%id. query gene identical to target Blue-ringed sea krait gene"	"homologs"
"609"	"llaticaudata_homolog_goc_score"	"Blue-ringed sea krait Gene-order conservation score"	"homologs"
"610"	"llaticaudata_homolog_wga_coverage"	"Blue-ringed sea krait Whole-genome alignment coverage"	"homologs"
"611"	"llaticaudata_homolog_orthology_confidence"	"Blue-ringed sea krait orthology confidence [0 low, 1 high]"	"homologs"
"612"	"sbboliviensis_homolog_ensembl_gene"	"Bolivian squirrel monkey gene stable ID"	"homologs"
"613"	"sbboliviensis_homolog_associated_gene_name"	"Bolivian squirrel monkey gene name"	"homologs"
"614"	"sbboliviensis_homolog_ensembl_peptide"	"Bolivian squirrel monkey protein or transcript stable ID"	"homologs"
"615"	"sbboliviensis_homolog_chromosome"	"Bolivian squirrel monkey chromosome/scaffold name"	"homologs"
"616"	"sbboliviensis_homolog_chrom_start"	"Bolivian squirrel monkey chromosome/scaffold start (bp)"	"homologs"
"617"	"sbboliviensis_homolog_chrom_end"	"Bolivian squirrel monkey chromosome/scaffold end (bp)"	"homologs"
"618"	"sbboliviensis_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"619"	"sbboliviensis_homolog_subtype"	"Last common ancestor with Bolivian squirrel monkey"	"homologs"
"620"	"sbboliviensis_homolog_orthology_type"	"Bolivian squirrel monkey homology type"	"homologs"
"621"	"sbboliviensis_homolog_perc_id"	"%id. target Bolivian squirrel monkey gene identical to query gene"	"homologs"
"622"	"sbboliviensis_homolog_perc_id_r1"	"%id. query gene identical to target Bolivian squirrel monkey gene"	"homologs"
"623"	"sbboliviensis_homolog_goc_score"	"Bolivian squirrel monkey Gene-order conservation score"	"homologs"
"624"	"sbboliviensis_homolog_wga_coverage"	"Bolivian squirrel monkey Whole-genome alignment coverage"	"homologs"
"625"	"sbboliviensis_homolog_orthology_confidence"	"Bolivian squirrel monkey orthology confidence [0 low, 1 high]"	"homologs"
"626"	"ppaniscus_homolog_ensembl_gene"	"Bonobo gene stable ID"	"homologs"
"627"	"ppaniscus_homolog_associated_gene_name"	"Bonobo gene name"	"homologs"
"628"	"ppaniscus_homolog_ensembl_peptide"	"Bonobo protein or transcript stable ID"	"homologs"
"629"	"ppaniscus_homolog_chromosome"	"Bonobo chromosome/scaffold name"	"homologs"
"630"	"ppaniscus_homolog_chrom_start"	"Bonobo chromosome/scaffold start (bp)"	"homologs"
"631"	"ppaniscus_homolog_chrom_end"	"Bonobo chromosome/scaffold end (bp)"	"homologs"
"632"	"ppaniscus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"633"	"ppaniscus_homolog_subtype"	"Last common ancestor with Bonobo"	"homologs"
"634"	"ppaniscus_homolog_orthology_type"	"Bonobo homology type"	"homologs"
"635"	"ppaniscus_homolog_perc_id"	"%id. target Bonobo gene identical to query gene"	"homologs"
"636"	"ppaniscus_homolog_perc_id_r1"	"%id. query gene identical to target Bonobo gene"	"homologs"
"637"	"ppaniscus_homolog_goc_score"	"Bonobo Gene-order conservation score"	"homologs"
"638"	"ppaniscus_homolog_wga_coverage"	"Bonobo Whole-genome alignment coverage"	"homologs"
"639"	"ppaniscus_homolog_orthology_confidence"	"Bonobo orthology confidence [0 low, 1 high]"	"homologs"
"640"	"strutta_homolog_ensembl_gene"	"Brown trout gene stable ID"	"homologs"
"641"	"strutta_homolog_associated_gene_name"	"Brown trout gene name"	"homologs"
"642"	"strutta_homolog_ensembl_peptide"	"Brown trout protein or transcript stable ID"	"homologs"
"643"	"strutta_homolog_chromosome"	"Brown trout chromosome/scaffold name"	"homologs"
"644"	"strutta_homolog_chrom_start"	"Brown trout chromosome/scaffold start (bp)"	"homologs"
"645"	"strutta_homolog_chrom_end"	"Brown trout chromosome/scaffold end (bp)"	"homologs"
"646"	"strutta_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"647"	"strutta_homolog_subtype"	"Last common ancestor with Brown trout"	"homologs"
"648"	"strutta_homolog_orthology_type"	"Brown trout homology type"	"homologs"
"649"	"strutta_homolog_perc_id"	"%id. target Brown trout gene identical to query gene"	"homologs"
"650"	"strutta_homolog_perc_id_r1"	"%id. query gene identical to target Brown trout gene"	"homologs"
"651"	"strutta_homolog_goc_score"	"Brown trout Gene-order conservation score"	"homologs"
"652"	"strutta_homolog_wga_coverage"	"Brown trout Whole-genome alignment coverage"	"homologs"
"653"	"strutta_homolog_orthology_confidence"	"Brown trout orthology confidence [0 low, 1 high]"	"homologs"
"654"	"hburtoni_homolog_ensembl_gene"	"Burton's mouthbrooder gene stable ID"	"homologs"
"655"	"hburtoni_homolog_associated_gene_name"	"Burton's mouthbrooder gene name"	"homologs"
"656"	"hburtoni_homolog_ensembl_peptide"	"Burton's mouthbrooder protein or transcript stable ID"	"homologs"
"657"	"hburtoni_homolog_chromosome"	"Burton's mouthbrooder chromosome/scaffold name"	"homologs"
"658"	"hburtoni_homolog_chrom_start"	"Burton's mouthbrooder chromosome/scaffold start (bp)"	"homologs"
"659"	"hburtoni_homolog_chrom_end"	"Burton's mouthbrooder chromosome/scaffold end (bp)"	"homologs"
"660"	"hburtoni_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"661"	"hburtoni_homolog_subtype"	"Last common ancestor with Burton's mouthbrooder"	"homologs"
"662"	"hburtoni_homolog_orthology_type"	"Burton's mouthbrooder homology type"	"homologs"
"663"	"hburtoni_homolog_perc_id"	"%id. target Burton's mouthbrooder gene identical to query gene"	"homologs"
"664"	"hburtoni_homolog_perc_id_r1"	"%id. query gene identical to target Burton's mouthbrooder gene"	"homologs"
"665"	"hburtoni_homolog_goc_score"	"Burton's mouthbrooder Gene-order conservation score"	"homologs"
"666"	"hburtoni_homolog_wga_coverage"	"Burton's mouthbrooder Whole-genome alignment coverage"	"homologs"
"667"	"hburtoni_homolog_orthology_confidence"	"Burton's mouthbrooder orthology confidence [0 low, 1 high]"	"homologs"
"668"	"ogarnettii_homolog_ensembl_gene"	"Bushbaby gene stable ID"	"homologs"
"669"	"ogarnettii_homolog_associated_gene_name"	"Bushbaby gene name"	"homologs"
"670"	"ogarnettii_homolog_ensembl_peptide"	"Bushbaby protein or transcript stable ID"	"homologs"
"671"	"ogarnettii_homolog_chromosome"	"Bushbaby chromosome/scaffold name"	"homologs"
"672"	"ogarnettii_homolog_chrom_start"	"Bushbaby chromosome/scaffold start (bp)"	"homologs"
"673"	"ogarnettii_homolog_chrom_end"	"Bushbaby chromosome/scaffold end (bp)"	"homologs"
"674"	"ogarnettii_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"675"	"ogarnettii_homolog_subtype"	"Last common ancestor with Bushbaby"	"homologs"
"676"	"ogarnettii_homolog_orthology_type"	"Bushbaby homology type"	"homologs"
"677"	"ogarnettii_homolog_perc_id"	"%id. target Bushbaby gene identical to query gene"	"homologs"
"678"	"ogarnettii_homolog_perc_id_r1"	"%id. query gene identical to target Bushbaby gene"	"homologs"
"679"	"ogarnettii_homolog_goc_score"	"Bushbaby Gene-order conservation score"	"homologs"
"680"	"ogarnettii_homolog_wga_coverage"	"Bushbaby Whole-genome alignment coverage"	"homologs"
"681"	"ogarnettii_homolog_orthology_confidence"	"Bushbaby orthology confidence [0 low, 1 high]"	"homologs"
"682"	"cintestinalis_homolog_ensembl_gene"	"C.intestinalis gene stable ID"	"homologs"
"683"	"cintestinalis_homolog_associated_gene_name"	"C.intestinalis gene name"	"homologs"
"684"	"cintestinalis_homolog_ensembl_peptide"	"C.intestinalis protein or transcript stable ID"	"homologs"
"685"	"cintestinalis_homolog_chromosome"	"C.intestinalis chromosome/scaffold name"	"homologs"
"686"	"cintestinalis_homolog_chrom_start"	"C.intestinalis chromosome/scaffold start (bp)"	"homologs"
"687"	"cintestinalis_homolog_chrom_end"	"C.intestinalis chromosome/scaffold end (bp)"	"homologs"
"688"	"cintestinalis_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"689"	"cintestinalis_homolog_subtype"	"Last common ancestor with C.intestinalis"	"homologs"
"690"	"cintestinalis_homolog_orthology_type"	"C.intestinalis homology type"	"homologs"
"691"	"cintestinalis_homolog_perc_id"	"%id. target C.intestinalis gene identical to query gene"	"homologs"
"692"	"cintestinalis_homolog_perc_id_r1"	"%id. query gene identical to target C.intestinalis gene"	"homologs"
"693"	"cintestinalis_homolog_wga_coverage"	"C.intestinalis Whole-genome alignment coverage"	"homologs"
"694"	"cintestinalis_homolog_orthology_confidence"	"C.intestinalis orthology confidence [0 low, 1 high]"	"homologs"
"695"	"csavignyi_homolog_ensembl_gene"	"C.savignyi gene stable ID"	"homologs"
"696"	"csavignyi_homolog_associated_gene_name"	"C.savignyi gene name"	"homologs"
"697"	"csavignyi_homolog_ensembl_peptide"	"C.savignyi protein or transcript stable ID"	"homologs"
"698"	"csavignyi_homolog_chromosome"	"C.savignyi chromosome/scaffold name"	"homologs"
"699"	"csavignyi_homolog_chrom_start"	"C.savignyi chromosome/scaffold start (bp)"	"homologs"
"700"	"csavignyi_homolog_chrom_end"	"C.savignyi chromosome/scaffold end (bp)"	"homologs"
"701"	"csavignyi_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"702"	"csavignyi_homolog_subtype"	"Last common ancestor with C.savignyi"	"homologs"
"703"	"csavignyi_homolog_orthology_type"	"C.savignyi homology type"	"homologs"
"704"	"csavignyi_homolog_perc_id"	"%id. target C.savignyi gene identical to query gene"	"homologs"
"705"	"csavignyi_homolog_perc_id_r1"	"%id. query gene identical to target C.savignyi gene"	"homologs"
"706"	"csavignyi_homolog_wga_coverage"	"C.savignyi Whole-genome alignment coverage"	"homologs"
"707"	"csavignyi_homolog_orthology_confidence"	"C.savignyi orthology confidence [0 low, 1 high]"	"homologs"
"708"	"celegans_homolog_ensembl_gene"	"Caenorhabditis elegans (Nematode, N2) gene stable ID"	"homologs"
"709"	"celegans_homolog_associated_gene_name"	"Caenorhabditis elegans (Nematode, N2) gene name"	"homologs"
"710"	"celegans_homolog_ensembl_peptide"	"Caenorhabditis elegans (Nematode, N2) protein or transcript stable ID"	"homologs"
"711"	"celegans_homolog_chromosome"	"Caenorhabditis elegans (Nematode, N2) chromosome/scaffold name"	"homologs"
"712"	"celegans_homolog_chrom_start"	"Caenorhabditis elegans (Nematode, N2) chromosome/scaffold start (bp)"	"homologs"
"713"	"celegans_homolog_chrom_end"	"Caenorhabditis elegans (Nematode, N2) chromosome/scaffold end (bp)"	"homologs"
"714"	"celegans_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"715"	"celegans_homolog_subtype"	"Last common ancestor with Caenorhabditis elegans (Nematode, N2)"	"homologs"
"716"	"celegans_homolog_orthology_type"	"Caenorhabditis elegans (Nematode, N2) homology type"	"homologs"
"717"	"celegans_homolog_perc_id"	"%id. target Caenorhabditis elegans (Nematode, N2) gene identical to query gene"	"homologs"
"718"	"celegans_homolog_perc_id_r1"	"%id. query gene identical to target Caenorhabditis elegans (Nematode, N2) gene"	"homologs"
"719"	"celegans_homolog_orthology_confidence"	"Caenorhabditis elegans (Nematode, N2) orthology confidence [0 low, 1 high]"	"homologs"
"720"	"fcatus_homolog_ensembl_gene"	"Cat gene stable ID"	"homologs"
"721"	"fcatus_homolog_associated_gene_name"	"Cat gene name"	"homologs"
"722"	"fcatus_homolog_ensembl_peptide"	"Cat protein or transcript stable ID"	"homologs"
"723"	"fcatus_homolog_chromosome"	"Cat chromosome/scaffold name"	"homologs"
"724"	"fcatus_homolog_chrom_start"	"Cat chromosome/scaffold start (bp)"	"homologs"
"725"	"fcatus_homolog_chrom_end"	"Cat chromosome/scaffold end (bp)"	"homologs"
"726"	"fcatus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"727"	"fcatus_homolog_subtype"	"Last common ancestor with Cat"	"homologs"
"728"	"fcatus_homolog_orthology_type"	"Cat homology type"	"homologs"
"729"	"fcatus_homolog_perc_id"	"%id. target Cat gene identical to query gene"	"homologs"
"730"	"fcatus_homolog_perc_id_r1"	"%id. query gene identical to target Cat gene"	"homologs"
"731"	"fcatus_homolog_goc_score"	"Cat Gene-order conservation score"	"homologs"
"732"	"fcatus_homolog_wga_coverage"	"Cat Whole-genome alignment coverage"	"homologs"
"733"	"fcatus_homolog_orthology_confidence"	"Cat orthology confidence [0 low, 1 high]"	"homologs"
"734"	"cwagneri_homolog_ensembl_gene"	"Chacoan peccary gene stable ID"	"homologs"
"735"	"cwagneri_homolog_associated_gene_name"	"Chacoan peccary gene name"	"homologs"
"736"	"cwagneri_homolog_ensembl_peptide"	"Chacoan peccary protein or transcript stable ID"	"homologs"
"737"	"cwagneri_homolog_chromosome"	"Chacoan peccary chromosome/scaffold name"	"homologs"
"738"	"cwagneri_homolog_chrom_start"	"Chacoan peccary chromosome/scaffold start (bp)"	"homologs"
"739"	"cwagneri_homolog_chrom_end"	"Chacoan peccary chromosome/scaffold end (bp)"	"homologs"
"740"	"cwagneri_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"741"	"cwagneri_homolog_subtype"	"Last common ancestor with Chacoan peccary"	"homologs"
"742"	"cwagneri_homolog_orthology_type"	"Chacoan peccary homology type"	"homologs"
"743"	"cwagneri_homolog_perc_id"	"%id. target Chacoan peccary gene identical to query gene"	"homologs"
"744"	"cwagneri_homolog_perc_id_r1"	"%id. query gene identical to target Chacoan peccary gene"	"homologs"
"745"	"cwagneri_homolog_goc_score"	"Chacoan peccary Gene-order conservation score"	"homologs"
"746"	"cwagneri_homolog_wga_coverage"	"Chacoan peccary Whole-genome alignment coverage"	"homologs"
"747"	"cwagneri_homolog_orthology_confidence"	"Chacoan peccary orthology confidence [0 low, 1 high]"	"homologs"
"748"	"cgobio_homolog_ensembl_gene"	"Channel bull blenny gene stable ID"	"homologs"
"749"	"cgobio_homolog_associated_gene_name"	"Channel bull blenny gene name"	"homologs"
"750"	"cgobio_homolog_ensembl_peptide"	"Channel bull blenny protein or transcript stable ID"	"homologs"
"751"	"cgobio_homolog_chromosome"	"Channel bull blenny chromosome/scaffold name"	"homologs"
"752"	"cgobio_homolog_chrom_start"	"Channel bull blenny chromosome/scaffold start (bp)"	"homologs"
"753"	"cgobio_homolog_chrom_end"	"Channel bull blenny chromosome/scaffold end (bp)"	"homologs"
"754"	"cgobio_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"755"	"cgobio_homolog_subtype"	"Last common ancestor with Channel bull blenny"	"homologs"
"756"	"cgobio_homolog_orthology_type"	"Channel bull blenny homology type"	"homologs"
"757"	"cgobio_homolog_perc_id"	"%id. target Channel bull blenny gene identical to query gene"	"homologs"
"758"	"cgobio_homolog_perc_id_r1"	"%id. query gene identical to target Channel bull blenny gene"	"homologs"
"759"	"cgobio_homolog_goc_score"	"Channel bull blenny Gene-order conservation score"	"homologs"
"760"	"cgobio_homolog_wga_coverage"	"Channel bull blenny Whole-genome alignment coverage"	"homologs"
"761"	"cgobio_homolog_orthology_confidence"	"Channel bull blenny orthology confidence [0 low, 1 high]"	"homologs"
"762"	"ipunctatus_homolog_ensembl_gene"	"Channel catfish gene stable ID"	"homologs"
"763"	"ipunctatus_homolog_associated_gene_name"	"Channel catfish gene name"	"homologs"
"764"	"ipunctatus_homolog_ensembl_peptide"	"Channel catfish protein or transcript stable ID"	"homologs"
"765"	"ipunctatus_homolog_chromosome"	"Channel catfish chromosome/scaffold name"	"homologs"
"766"	"ipunctatus_homolog_chrom_start"	"Channel catfish chromosome/scaffold start (bp)"	"homologs"
"767"	"ipunctatus_homolog_chrom_end"	"Channel catfish chromosome/scaffold end (bp)"	"homologs"
"768"	"ipunctatus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"769"	"ipunctatus_homolog_subtype"	"Last common ancestor with Channel catfish"	"homologs"
"770"	"ipunctatus_homolog_orthology_type"	"Channel catfish homology type"	"homologs"
"771"	"ipunctatus_homolog_perc_id"	"%id. target Channel catfish gene identical to query gene"	"homologs"
"772"	"ipunctatus_homolog_perc_id_r1"	"%id. query gene identical to target Channel catfish gene"	"homologs"
"773"	"ipunctatus_homolog_goc_score"	"Channel catfish Gene-order conservation score"	"homologs"
"774"	"ipunctatus_homolog_wga_coverage"	"Channel catfish Whole-genome alignment coverage"	"homologs"
"775"	"ipunctatus_homolog_orthology_confidence"	"Channel catfish orthology confidence [0 low, 1 high]"	"homologs"
"776"	"ggallus_homolog_ensembl_gene"	"Chicken gene stable ID"	"homologs"
"777"	"ggallus_homolog_associated_gene_name"	"Chicken gene name"	"homologs"
"778"	"ggallus_homolog_ensembl_peptide"	"Chicken protein or transcript stable ID"	"homologs"
"779"	"ggallus_homolog_chromosome"	"Chicken chromosome/scaffold name"	"homologs"
"780"	"ggallus_homolog_chrom_start"	"Chicken chromosome/scaffold start (bp)"	"homologs"
"781"	"ggallus_homolog_chrom_end"	"Chicken chromosome/scaffold end (bp)"	"homologs"
"782"	"ggallus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"783"	"ggallus_homolog_subtype"	"Last common ancestor with Chicken"	"homologs"
"784"	"ggallus_homolog_orthology_type"	"Chicken homology type"	"homologs"
"785"	"ggallus_homolog_perc_id"	"%id. target Chicken gene identical to query gene"	"homologs"
"786"	"ggallus_homolog_perc_id_r1"	"%id. query gene identical to target Chicken gene"	"homologs"
"787"	"ggallus_homolog_goc_score"	"Chicken Gene-order conservation score"	"homologs"
"788"	"ggallus_homolog_wga_coverage"	"Chicken Whole-genome alignment coverage"	"homologs"
"789"	"ggallus_homolog_orthology_confidence"	"Chicken orthology confidence [0 low, 1 high]"	"homologs"
"790"	"ptroglodytes_homolog_ensembl_gene"	"Chimpanzee gene stable ID"	"homologs"
"791"	"ptroglodytes_homolog_associated_gene_name"	"Chimpanzee gene name"	"homologs"
"792"	"ptroglodytes_homolog_ensembl_peptide"	"Chimpanzee protein or transcript stable ID"	"homologs"
"793"	"ptroglodytes_homolog_chromosome"	"Chimpanzee chromosome/scaffold name"	"homologs"
"794"	"ptroglodytes_homolog_chrom_start"	"Chimpanzee chromosome/scaffold start (bp)"	"homologs"
"795"	"ptroglodytes_homolog_chrom_end"	"Chimpanzee chromosome/scaffold end (bp)"	"homologs"
"796"	"ptroglodytes_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"797"	"ptroglodytes_homolog_subtype"	"Last common ancestor with Chimpanzee"	"homologs"
"798"	"ptroglodytes_homolog_orthology_type"	"Chimpanzee homology type"	"homologs"
"799"	"ptroglodytes_homolog_perc_id"	"%id. target Chimpanzee gene identical to query gene"	"homologs"
"800"	"ptroglodytes_homolog_perc_id_r1"	"%id. query gene identical to target Chimpanzee gene"	"homologs"
"801"	"ptroglodytes_homolog_goc_score"	"Chimpanzee Gene-order conservation score"	"homologs"
"802"	"ptroglodytes_homolog_wga_coverage"	"Chimpanzee Whole-genome alignment coverage"	"homologs"
"803"	"ptroglodytes_homolog_orthology_confidence"	"Chimpanzee orthology confidence [0 low, 1 high]"	"homologs"
"804"	"cgchok1gshd_homolog_ensembl_gene"	"Chinese hamster CHOK1GS gene stable ID"	"homologs"
"805"	"cgchok1gshd_homolog_associated_gene_name"	"Chinese hamster CHOK1GS gene name"	"homologs"
"806"	"cgchok1gshd_homolog_ensembl_peptide"	"Chinese hamster CHOK1GS protein or transcript stable ID"	"homologs"
"807"	"cgchok1gshd_homolog_chromosome"	"Chinese hamster CHOK1GS chromosome/scaffold name"	"homologs"
"808"	"cgchok1gshd_homolog_chrom_start"	"Chinese hamster CHOK1GS chromosome/scaffold start (bp)"	"homologs"
"809"	"cgchok1gshd_homolog_chrom_end"	"Chinese hamster CHOK1GS chromosome/scaffold end (bp)"	"homologs"
"810"	"cgchok1gshd_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"811"	"cgchok1gshd_homolog_subtype"	"Last common ancestor with Chinese hamster CHOK1GS"	"homologs"
"812"	"cgchok1gshd_homolog_orthology_type"	"Chinese hamster CHOK1GS homology type"	"homologs"
"813"	"cgchok1gshd_homolog_perc_id"	"%id. target Chinese hamster CHOK1GS gene identical to query gene"	"homologs"
"814"	"cgchok1gshd_homolog_perc_id_r1"	"%id. query gene identical to target Chinese hamster CHOK1GS gene"	"homologs"
"815"	"cgchok1gshd_homolog_goc_score"	"Chinese hamster CHOK1GS Gene-order conservation score"	"homologs"
"816"	"cgchok1gshd_homolog_wga_coverage"	"Chinese hamster CHOK1GS Whole-genome alignment coverage"	"homologs"
"817"	"cgchok1gshd_homolog_orthology_confidence"	"Chinese hamster CHOK1GS orthology confidence [0 low, 1 high]"	"homologs"
"818"	"osinensis_homolog_ensembl_gene"	"Chinese medaka gene stable ID"	"homologs"
"819"	"osinensis_homolog_associated_gene_name"	"Chinese medaka gene name"	"homologs"
"820"	"osinensis_homolog_ensembl_peptide"	"Chinese medaka protein or transcript stable ID"	"homologs"
"821"	"osinensis_homolog_chromosome"	"Chinese medaka chromosome/scaffold name"	"homologs"
"822"	"osinensis_homolog_chrom_start"	"Chinese medaka chromosome/scaffold start (bp)"	"homologs"
"823"	"osinensis_homolog_chrom_end"	"Chinese medaka chromosome/scaffold end (bp)"	"homologs"
"824"	"osinensis_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"825"	"osinensis_homolog_subtype"	"Last common ancestor with Chinese medaka"	"homologs"
"826"	"osinensis_homolog_orthology_type"	"Chinese medaka homology type"	"homologs"
"827"	"osinensis_homolog_perc_id"	"%id. target Chinese medaka gene identical to query gene"	"homologs"
"828"	"osinensis_homolog_perc_id_r1"	"%id. query gene identical to target Chinese medaka gene"	"homologs"
"829"	"osinensis_homolog_goc_score"	"Chinese medaka Gene-order conservation score"	"homologs"
"830"	"osinensis_homolog_wga_coverage"	"Chinese medaka Whole-genome alignment coverage"	"homologs"
"831"	"osinensis_homolog_orthology_confidence"	"Chinese medaka orthology confidence [0 low, 1 high]"	"homologs"
"832"	"psinensis_homolog_ensembl_gene"	"Chinese softshell turtle gene stable ID"	"homologs"
"833"	"psinensis_homolog_associated_gene_name"	"Chinese softshell turtle gene name"	"homologs"
"834"	"psinensis_homolog_ensembl_peptide"	"Chinese softshell turtle protein or transcript stable ID"	"homologs"
"835"	"psinensis_homolog_chromosome"	"Chinese softshell turtle chromosome/scaffold name"	"homologs"
"836"	"psinensis_homolog_chrom_start"	"Chinese softshell turtle chromosome/scaffold start (bp)"	"homologs"
"837"	"psinensis_homolog_chrom_end"	"Chinese softshell turtle chromosome/scaffold end (bp)"	"homologs"
"838"	"psinensis_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"839"	"psinensis_homolog_subtype"	"Last common ancestor with Chinese softshell turtle"	"homologs"
"840"	"psinensis_homolog_orthology_type"	"Chinese softshell turtle homology type"	"homologs"
"841"	"psinensis_homolog_perc_id"	"%id. target Chinese softshell turtle gene identical to query gene"	"homologs"
"842"	"psinensis_homolog_perc_id_r1"	"%id. query gene identical to target Chinese softshell turtle gene"	"homologs"
"843"	"psinensis_homolog_goc_score"	"Chinese softshell turtle Gene-order conservation score"	"homologs"
"844"	"psinensis_homolog_wga_coverage"	"Chinese softshell turtle Whole-genome alignment coverage"	"homologs"
"845"	"psinensis_homolog_orthology_confidence"	"Chinese softshell turtle orthology confidence [0 low, 1 high]"	"homologs"
"846"	"otshawytscha_homolog_ensembl_gene"	"Chinook salmon gene stable ID"	"homologs"
"847"	"otshawytscha_homolog_associated_gene_name"	"Chinook salmon gene name"	"homologs"
"848"	"otshawytscha_homolog_ensembl_peptide"	"Chinook salmon protein or transcript stable ID"	"homologs"
"849"	"otshawytscha_homolog_chromosome"	"Chinook salmon chromosome/scaffold name"	"homologs"
"850"	"otshawytscha_homolog_chrom_start"	"Chinook salmon chromosome/scaffold start (bp)"	"homologs"
"851"	"otshawytscha_homolog_chrom_end"	"Chinook salmon chromosome/scaffold end (bp)"	"homologs"
"852"	"otshawytscha_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"853"	"otshawytscha_homolog_subtype"	"Last common ancestor with Chinook salmon"	"homologs"
"854"	"otshawytscha_homolog_orthology_type"	"Chinook salmon homology type"	"homologs"
"855"	"otshawytscha_homolog_perc_id"	"%id. target Chinook salmon gene identical to query gene"	"homologs"
"856"	"otshawytscha_homolog_perc_id_r1"	"%id. query gene identical to target Chinook salmon gene"	"homologs"
